"","region","scenario","Trade","ReactorCost","FuelCost","Technology","year","Material","demand_type","Units","annual_material_demand"
"881","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2035,"Copper","installation_demand","kt",0.0370828314349102
"882","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2035,"Fluorine","installation_demand","kt",0.00166501913142747
"883","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2040,"Copper","installation_demand","kt",0.0530275957586756
"884","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2040,"Fluorine","installation_demand","kt",0.00238093904956453
"885","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2045,"Copper","installation_demand","kt",0.0602686304830954
"886","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2045,"Fluorine","installation_demand","kt",0.00270606150869098
"887","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2050,"Copper","installation_demand","kt",0.109496994878932
"888","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2050,"Fluorine","installation_demand","kt",0.00491641507006407
"889","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2055,"Copper","installation_demand","kt",0.0946812805313022
"890","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2055,"Fluorine","installation_demand","kt",0.00425118949585547
"891","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2060,"Copper","installation_demand","kt",0.0841499319489796
"892","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2060,"Fluorine","installation_demand","kt",0.00377833194450918
"893","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2065,"Copper","installation_demand","kt",0.0906020355064684
"894","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2065,"Fluorine","installation_demand","kt",0.00406803139424043
"895","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2070,"Copper","installation_demand","kt",0.0940693256311518
"896","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2070,"Fluorine","installation_demand","kt",0.00422371272083872
"897","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2075,"Copper","installation_demand","kt",0.0924665217055906
"898","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2075,"Fluorine","installation_demand","kt",0.00415174682458102
"899","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2080,"Copper","installation_demand","kt",0.116228498780588
"900","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2080,"Fluorine","installation_demand","kt",0.00521865959524839
"901","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2085,"Copper","installation_demand","kt",0.0881439939420554
"902","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2085,"Fluorine","installation_demand","kt",0.00395766532799829
"903","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2090,"Copper","installation_demand","kt",0.075983264328263
"904","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2090,"Fluorine","installation_demand","kt",0.00341164856833901
"905","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2095,"Copper","installation_demand","kt",0.0861132304649412
"906","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2095,"Fluorine","installation_demand","kt",0.00386648404787586
"907","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2100,"Copper","installation_demand","kt",0.0820326225115992
"908","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - MSR",2100,"Fluorine","installation_demand","kt",0.0036832647507708
"909","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2035,"Zirconium","installation_demand","kt",0.00214121520341299
"910","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2040,"Zirconium","installation_demand","kt",0.00301521355317915
"911","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2045,"Zirconium","installation_demand","kt",0.00312753249153417
"912","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2050,"Zirconium","installation_demand","kt",0.0057041215775843
"913","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2055,"Zirconium","installation_demand","kt",0.00499001518574944
"914","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2060,"Zirconium","installation_demand","kt",0.00448312844429071
"915","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2065,"Zirconium","installation_demand","kt",0.00487604028925705
"916","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2070,"Zirconium","installation_demand","kt",0.0051154182377825
"917","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2075,"Zirconium","installation_demand","kt",0.00507798540630671
"918","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2080,"Zirconium","installation_demand","kt",0.00643388801797758
"919","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2085,"Zirconium","installation_demand","kt",0.00493097312277724
"920","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2090,"Zirconium","installation_demand","kt",0.0042912008517758
"921","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2095,"Zirconium","installation_demand","kt",0.00490331248870473
"922","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - PWR modular",2100,"Zirconium","installation_demand","kt",0.00470972893805245
"923","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2035,"Copper","installation_demand","kt",0.0725779874506994
"924","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2040,"Copper","installation_demand","kt",0.108920476119993
"925","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2045,"Copper","installation_demand","kt",0.13617086871155
"926","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2050,"Copper","installation_demand","kt",0.262842807185686
"927","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2055,"Copper","installation_demand","kt",0.24180327980568
"928","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2060,"Copper","installation_demand","kt",0.222707288478266
"929","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2065,"Copper","installation_demand","kt",0.24570943290998
"930","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2070,"Copper","installation_demand","kt",0.260611693217876
"931","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2075,"Copper","installation_demand","kt",0.260898589668838
"932","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2080,"Copper","installation_demand","kt",0.332793749936964
"933","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2085,"Copper","installation_demand","kt",0.256509959872658
"934","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2090,"Copper","installation_demand","kt",0.223739706823174
"935","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2095,"Copper","installation_demand","kt",0.25597705482598
"936","USA","Limited Trade","Limited","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - SFR",2100,"Copper","installation_demand","kt",0.246201450101416
"937","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2030,"Copper","installation_demand","kt",0.31338905530246
"938","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2030,"Zirconium","installation_demand","kt",0.0078347263825615
"939","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2035,"Copper","installation_demand","kt",0.584040761375478
"940","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2035,"Zirconium","installation_demand","kt",0.0146010190343869
"941","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2040,"Copper","installation_demand","kt",1.18620438312356
"942","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2040,"Zirconium","installation_demand","kt",0.0296551095780891
"943","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2045,"Copper","installation_demand","kt",1.41187127085724
"944","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2045,"Zirconium","installation_demand","kt",0.0352967817714309
"945","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2050,"Copper","installation_demand","kt",2.73575869187212
"946","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2050,"Zirconium","installation_demand","kt",0.068393967296803
"947","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2055,"Copper","installation_demand","kt",2.7351862618987
"948","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2055,"Zirconium","installation_demand","kt",0.0683796565474675
"949","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2060,"Copper","installation_demand","kt",2.51233382153432
"950","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2060,"Zirconium","installation_demand","kt",0.062808345538358
"951","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2065,"Copper","installation_demand","kt",2.6936101277582
"952","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2065,"Zirconium","installation_demand","kt",0.067340253193955
"953","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2070,"Copper","installation_demand","kt",2.7949302330526
"954","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2070,"Zirconium","installation_demand","kt",0.069873255826315
"955","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2075,"Copper","installation_demand","kt",2.75186169219568
"956","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2075,"Zirconium","installation_demand","kt",0.068796542304892
"957","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2080,"Copper","installation_demand","kt",3.46153856637912
"958","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2080,"Zirconium","installation_demand","kt",0.086538464159478
"959","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2085,"Copper","installation_demand","kt",2.59852542038848
"960","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2085,"Zirconium","installation_demand","kt",0.064963135509712
"961","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2090,"Copper","installation_demand","kt",2.14695313243222
"962","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2090,"Zirconium","installation_demand","kt",0.0536738283108055
"963","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2095,"Copper","installation_demand","kt",2.4147140671395
"964","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2095,"Zirconium","installation_demand","kt",0.0603678516784875
"965","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2100,"Copper","installation_demand","kt",2.31977928190568
"966","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - Large - PWR",2100,"Zirconium","installation_demand","kt",0.057994482047642
"967","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2035,"Copper","installation_demand","kt",0.126289930057235
"968","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2035,"Zirconium","installation_demand","kt",0.00309281461364657
"969","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2040,"Copper","installation_demand","kt",0.253893157580976
"970","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2040,"Zirconium","installation_demand","kt",0.00621779161422799
"971","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2045,"Copper","installation_demand","kt",0.390236675261295
"972","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2045,"Zirconium","installation_demand","kt",0.00955681653701131
"973","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2050,"Copper","installation_demand","kt",0.886649093066483
"974","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2050,"Zirconium","installation_demand","kt",0.0217138553404037
"975","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2055,"Copper","installation_demand","kt",1.0201245934725
"976","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2055,"Zirconium","installation_demand","kt",0.024982643105449
"977","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2060,"Copper","installation_demand","kt",1.02999185513923
"978","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2060,"Zirconium","installation_demand","kt",0.0252242903299404
"979","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2065,"Copper","installation_demand","kt",1.18649564094575
"980","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2065,"Zirconium","installation_demand","kt",0.0290570361047939
"981","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2070,"Copper","installation_demand","kt",1.29876203840678
"982","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2070,"Zirconium","installation_demand","kt",0.0318064172671048
"983","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2075,"Copper","installation_demand","kt",1.32971618921918
"984","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2075,"Zirconium","installation_demand","kt",0.0325644781033269
"985","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2080,"Copper","installation_demand","kt",1.72249330870249
"986","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2080,"Zirconium","installation_demand","kt",0.0421835096008773
"987","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2085,"Copper","installation_demand","kt",1.33001671495522
"988","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2085,"Zirconium","installation_demand","kt",0.0325718379172708
"989","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2090,"Copper","installation_demand","kt",1.11628281148164
"990","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2090,"Zirconium","installation_demand","kt",0.0273375382403666
"991","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2095,"Copper","installation_demand","kt",1.26179737287352
"992","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2095,"Zirconium","installation_demand","kt",0.0309011601520047
"993","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2100,"Copper","installation_demand","kt",1.21672852999165
"994","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - BWR",2100,"Zirconium","installation_demand","kt",0.0297974333875506
"995","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2035,"Copper","installation_demand","kt",0.0739279681380024
"996","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2035,"Graphite","installation_demand","kt",0.450960605641815
"997","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2035,"Silicon carbide","installation_demand","kt",0.000739279681380024
"998","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2040,"Copper","installation_demand","kt",0.128246802365281
"999","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2040,"Graphite","installation_demand","kt",0.782305494428212
"1000","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2040,"Silicon carbide","installation_demand","kt",0.00128246802365281
"1001","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2045,"Copper","installation_demand","kt",0.183724807288724
"1002","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2045,"Graphite","installation_demand","kt",1.12072132446121
"1003","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2045,"Silicon carbide","installation_demand","kt",0.00183724807288724
"1004","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2050,"Copper","installation_demand","kt",0.40180222762487
"1005","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2050,"Graphite","installation_demand","kt",2.45099358851171
"1006","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2050,"Silicon carbide","installation_demand","kt",0.0040180222762487
"1007","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2055,"Copper","installation_demand","kt",0.44927847927708
"1008","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2055,"Graphite","installation_demand","kt",2.74059872359019
"1009","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2055,"Silicon carbide","installation_demand","kt",0.0044927847927708
"1010","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2060,"Copper","installation_demand","kt",0.448183366220798
"1011","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2060,"Graphite","installation_demand","kt",2.73391853394687
"1012","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2060,"Silicon carbide","installation_demand","kt",0.00448183366220798
"1013","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2065,"Copper","installation_demand","kt",0.51381314413705
"1014","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2065,"Graphite","installation_demand","kt",3.134260179236
"1015","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2065,"Silicon carbide","installation_demand","kt",0.0051381314413705
"1016","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2070,"Copper","installation_demand","kt",0.562528979267404
"1017","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2070,"Graphite","installation_demand","kt",3.43142677353116
"1018","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2070,"Silicon carbide","installation_demand","kt",0.00562528979267404
"1019","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2075,"Copper","installation_demand","kt",0.5784118666369
"1020","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2075,"Graphite","installation_demand","kt",3.52831238648509
"1021","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2075,"Silicon carbide","installation_demand","kt",0.005784118666369
"1022","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2080,"Copper","installation_demand","kt",0.754278709611998
"1023","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2080,"Graphite","installation_demand","kt",4.60110012863319
"1024","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2080,"Silicon carbide","installation_demand","kt",0.00754278709611998
"1025","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2085,"Copper","installation_demand","kt",0.587234102870028
"1026","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2085,"Graphite","installation_demand","kt",3.58212802750717
"1027","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2085,"Silicon carbide","installation_demand","kt",0.00587234102870028
"1028","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2090,"Copper","installation_demand","kt",0.4978123634516
"1029","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2090,"Graphite","installation_demand","kt",3.03665541705476
"1030","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2090,"Silicon carbide","installation_demand","kt",0.004978123634516
"1031","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2095,"Copper","installation_demand","kt",0.569443797053402
"1032","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2095,"Graphite","installation_demand","kt",3.47360716202575
"1033","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2095,"Silicon carbide","installation_demand","kt",0.00569443797053402
"1034","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2100,"Copper","installation_demand","kt",0.556145703599576
"1035","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2100,"Graphite","installation_demand","kt",3.39248879195741
"1036","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - HTGR",2100,"Silicon carbide","installation_demand","kt",0.00556145703599576
"1037","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2035,"Copper","installation_demand","kt",0.0396979505098852
"1038","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2035,"Fluorine","installation_demand","kt",0.00178243797789385
"1039","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2040,"Copper","installation_demand","kt",0.0630092071272438
"1040","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2040,"Fluorine","installation_demand","kt",0.00282911340001325
"1041","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2045,"Copper","installation_demand","kt",0.0824060649228268
"1042","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2045,"Fluorine","installation_demand","kt",0.00370003231503492
"1043","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2050,"Copper","installation_demand","kt",0.169968769856165
"1044","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2050,"Fluorine","installation_demand","kt",0.00763159776654179
"1045","USA","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","Nuclear - SMR - MSR",2055,"Copper","installation_demand","kt",0.18106709669787
