"","region","scenario","Trade","ReactorCost","FuelCost","Technology","year","Material","demand_type","Units","annual_material_demand"
"1339","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2085,"Silicon carbide","installation_demand","kt",0.00855687405259432
"1340","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Copper","installation_demand","kt",0.69539338341823
"1341","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Graphite","installation_demand","kt",4.2418996388512
"1342","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Silicon carbide","installation_demand","kt",0.0069539338341823
"1343","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2095,"Copper","installation_demand","kt",0.761263718216166
"1344","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2095,"Graphite","installation_demand","kt",4.64370868111861
"1345","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2095,"Silicon carbide","installation_demand","kt",0.00761263718216166
"1346","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2100,"Copper","installation_demand","kt",0.712743463326728
"1347","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2100,"Graphite","installation_demand","kt",4.34773512629304
"1348","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - HTGR",2100,"Silicon carbide","installation_demand","kt",0.00712743463326728
"1349","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2035,"Copper","installation_demand","kt",0.0371297843220152
"1350","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2035,"Fluorine","installation_demand","kt",0.00166712731605848
"1351","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2040,"Copper","installation_demand","kt",0.0513347704051524
"1352","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2040,"Fluorine","installation_demand","kt",0.00230493119119134
"1353","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2045,"Copper","installation_demand","kt",0.06286105679841
"1354","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2045,"Fluorine","installation_demand","kt",0.00282246145024861
"1355","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2050,"Copper","installation_demand","kt",0.10372158532573
"1356","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2050,"Fluorine","installation_demand","kt",0.00465709918112529
"1357","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2055,"Copper","installation_demand","kt",0.0934512375527146
"1358","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2055,"Fluorine","installation_demand","kt",0.00419596056611689
"1359","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2060,"Copper","installation_demand","kt",0.0826731989104204
"1360","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2060,"Fluorine","installation_demand","kt",0.00371202663107788
"1361","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2065,"Copper","installation_demand","kt",0.088662588239399
"1362","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2065,"Fluorine","installation_demand","kt",0.00398095021194902
"1363","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2070,"Copper","installation_demand","kt",0.093382409663054
"1364","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2070,"Fluorine","installation_demand","kt",0.00419287019387112
"1365","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2075,"Copper","installation_demand","kt",0.0937946955367634
"1366","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2075,"Fluorine","installation_demand","kt",0.00421138182960068
"1367","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2080,"Copper","installation_demand","kt",0.119049079328163
"1368","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2080,"Fluorine","installation_demand","kt",0.00534530366183454
"1369","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2085,"Copper","installation_demand","kt",0.0946642439249506
"1370","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2085,"Fluorine","installation_demand","kt",0.00425042455223028
"1371","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2090,"Copper","installation_demand","kt",0.0820816879378918
"1372","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2090,"Fluorine","installation_demand","kt",0.00368546778841134
"1373","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2095,"Copper","installation_demand","kt",0.0946022306778306
"1374","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2095,"Fluorine","installation_demand","kt",0.00424764015743459
"1375","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2100,"Copper","installation_demand","kt",0.0933544696286374
"1376","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - MSR",2100,"Fluorine","installation_demand","kt",0.00419161568632582
"1377","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2035,"Zirconium","installation_demand","kt",0.00214350492330665
"1378","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2040,"Zirconium","installation_demand","kt",0.00291270770008268
"1379","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2045,"Zirconium","installation_demand","kt",0.00311197466261386
"1380","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2050,"Zirconium","installation_demand","kt",0.00512408646309421
"1381","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2055,"Zirconium","installation_demand","kt",0.00473845265636129
"1382","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2060,"Zirconium","installation_demand","kt",0.00430618625072269
"1383","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2065,"Zirconium","installation_demand","kt",0.00472751515508354
"1384","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2070,"Zirconium","installation_demand","kt",0.00509640538509409
"1385","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2075,"Zirconium","installation_demand","kt",0.00523176462987905
"1386","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2080,"Zirconium","installation_demand","kt",0.00677213280048282
"1387","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2085,"Zirconium","installation_demand","kt",0.00552987798246238
"1388","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2090,"Zirconium","installation_demand","kt",0.00489836505822022
"1389","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2095,"Zirconium","installation_demand","kt",0.00574744226021522
"1390","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - PWR modular",2100,"Zirconium","installation_demand","kt",0.00577665663278699
"1391","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2035,"Copper","installation_demand","kt",0.072676799767539
"1392","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2040,"Copper","installation_demand","kt",0.107911227559723
"1393","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2045,"Copper","installation_demand","kt",0.155850193440443
"1394","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2050,"Copper","installation_demand","kt",0.290772619638546
"1395","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2055,"Copper","installation_demand","kt",0.295493122526456
"1396","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2060,"Copper","installation_demand","kt",0.281735040701134
"1397","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2065,"Copper","installation_demand","kt",0.317794040240736
"1398","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2070,"Copper","installation_demand","kt",0.349317895169536
"1399","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2075,"Copper","installation_demand","kt",0.363546187330162
"1400","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2080,"Copper","installation_demand","kt",0.474788412163756
"1401","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2085,"Copper","installation_demand","kt",0.39095944987844
"1402","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2090,"Copper","installation_demand","kt",0.348008120873222
"1403","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2095,"Copper","installation_demand","kt",0.409590682584582
"1404","USA","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","Nuclear - SMR - SFR",2100,"Copper","installation_demand","kt",0.412571407231862
"1405","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2030,"Copper","installation_demand","kt",0.308852547763148
"1406","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2030,"Zirconium","installation_demand","kt",0.0077213136940787
"1407","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2035,"Copper","installation_demand","kt",0.570339922547498
"1408","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2035,"Zirconium","installation_demand","kt",0.0142584980636875
"1409","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2040,"Copper","installation_demand","kt",1.2194189508667
"1410","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2040,"Zirconium","installation_demand","kt",0.0304854737716675
"1411","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2045,"Copper","installation_demand","kt",1.50403931121955
"1412","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2045,"Zirconium","installation_demand","kt",0.0376009827804887
"1413","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2050,"Copper","installation_demand","kt",2.56390022163944
"1414","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2050,"Zirconium","installation_demand","kt",0.064097505540986
"1415","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2055,"Copper","installation_demand","kt",2.07652380177458
"1416","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2055,"Zirconium","installation_demand","kt",0.0519130950443645
"1417","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2060,"Copper","installation_demand","kt",1.78479576925184
"1418","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2060,"Zirconium","installation_demand","kt",0.0446198942312961
"1419","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2065,"Copper","installation_demand","kt",1.90268227056257
"1420","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2065,"Zirconium","installation_demand","kt",0.0475670567640643
"1421","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2070,"Copper","installation_demand","kt",1.97313885979037
"1422","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2070,"Zirconium","installation_demand","kt",0.0493284714947592
"1423","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2075,"Copper","installation_demand","kt",1.93258492203095
"1424","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2075,"Zirconium","installation_demand","kt",0.0483146230507737
"1425","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2080,"Copper","installation_demand","kt",2.44122984126516
"1426","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2080,"Zirconium","installation_demand","kt",0.061030746031629
"1427","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2085,"Copper","installation_demand","kt",1.87021731349891
"1428","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2085,"Zirconium","installation_demand","kt",0.0467554328374726
"1429","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2090,"Copper","installation_demand","kt",1.61223539083747
"1430","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2090,"Zirconium","installation_demand","kt",0.0403058847709367
"1431","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2095,"Copper","installation_demand","kt",1.82199690288126
"1432","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2095,"Zirconium","installation_demand","kt",0.0455499225720315
"1433","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2100,"Copper","installation_demand","kt",1.74885534449245
"1434","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - Large - PWR",2100,"Zirconium","installation_demand","kt",0.0437213836123112
"1435","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2035,"Copper","installation_demand","kt",0.126222812642852
"1436","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2035,"Zirconium","installation_demand","kt",0.00309117092186576
"1437","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2040,"Copper","installation_demand","kt",0.260846321360551
"1438","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2040,"Zirconium","installation_demand","kt",0.00638807317617677
"1439","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2045,"Copper","installation_demand","kt",0.411927621136405
"1440","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2045,"Zirconium","installation_demand","kt",0.0100880233747691
"1441","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2050,"Copper","installation_demand","kt",0.887663868301853
"1442","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2050,"Zirconium","installation_demand","kt",0.0217387069788209
"1443","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2055,"Copper","installation_demand","kt",0.923032742176722
"1444","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2055,"Zirconium","installation_demand","kt",0.0226048834818789
"1445","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2060,"Copper","installation_demand","kt",0.908328017912152
"1446","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2060,"Zirconium","installation_demand","kt",0.0222447677856037
"1447","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2065,"Copper","installation_demand","kt",1.04838403018505
"1448","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2065,"Zirconium","installation_demand","kt",0.0256747109433073
"1449","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2070,"Copper","installation_demand","kt",1.15292691622978
"1450","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2070,"Zirconium","installation_demand","kt",0.0282349448872599
"1451","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2075,"Copper","installation_demand","kt",1.18464239890682
"1452","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2075,"Zirconium","installation_demand","kt",0.0290116505854732
"1453","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2080,"Copper","installation_demand","kt",1.55317710901602
"1454","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2080,"Zirconium","installation_demand","kt",0.038036990424882
"1455","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2085,"Copper","installation_demand","kt",1.23033232830985
"1456","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2085,"Zirconium","installation_demand","kt",0.030130587632078
"1457","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2090,"Copper","installation_demand","kt",1.07991919742047
"1458","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2090,"Zirconium","installation_demand","kt",0.0264470007531543
"1459","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2095,"Copper","installation_demand","kt",1.23498045969398
"1460","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2095,"Zirconium","installation_demand","kt",0.030244419421077
"1461","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2100,"Copper","installation_demand","kt",1.20091085875127
"1462","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - BWR",2100,"Zirconium","installation_demand","kt",0.0294100618469698
"1463","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2035,"Copper","installation_demand","kt",0.0726754368390308
"1464","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2035,"Graphite","installation_demand","kt",0.443320164718088
"1465","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2035,"Silicon carbide","installation_demand","kt",0.000726754368390308
"1466","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2040,"Copper","installation_demand","kt",0.128013060126136
"1467","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2040,"Graphite","installation_demand","kt",0.780879666769431
"1468","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2040,"Silicon carbide","installation_demand","kt",0.00128013060126136
"1469","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2045,"Copper","installation_demand","kt",0.185979772505425
"1470","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2045,"Graphite","installation_demand","kt",1.13447661228309
"1471","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2045,"Silicon carbide","installation_demand","kt",0.00185979772505425
"1472","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2050,"Copper","installation_demand","kt",0.376549888226234
"1473","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2050,"Graphite","installation_demand","kt",2.29695431818003
"1474","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2050,"Silicon carbide","installation_demand","kt",0.00376549888226234
"1475","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2055,"Copper","installation_demand","kt",0.368963146685726
"1476","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2055,"Graphite","installation_demand","kt",2.25067519478293
"1477","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2055,"Silicon carbide","installation_demand","kt",0.00368963146685726
"1478","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2060,"Copper","installation_demand","kt",0.35164373266866
"1479","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2060,"Graphite","installation_demand","kt",2.14502676927883
"1480","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2060,"Silicon carbide","installation_demand","kt",0.0035164373266866
"1481","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2065,"Copper","installation_demand","kt",0.398026234193096
"1482","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2065,"Graphite","installation_demand","kt",2.42796002857789
"1483","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2065,"Silicon carbide","installation_demand","kt",0.00398026234193096
"1484","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Copper","installation_demand","kt",0.431306903968876
"1485","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Graphite","installation_demand","kt",2.63097211421014
"1486","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2070,"Silicon carbide","installation_demand","kt",0.00431306903968876
"1487","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Copper","installation_demand","kt",0.438159708507754
"1488","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Graphite","installation_demand","kt",2.6727742218973
"1489","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2075,"Silicon carbide","installation_demand","kt",0.00438159708507754
"1490","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Copper","installation_demand","kt",0.569456063409976
"1491","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Graphite","installation_demand","kt",3.47368198680085
"1492","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2080,"Silicon carbide","installation_demand","kt",0.00569456063409976
"1493","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2085,"Copper","installation_demand","kt",0.44744942921917
"1494","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2085,"Graphite","installation_demand","kt",2.72944151823694
"1495","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2085,"Silicon carbide","installation_demand","kt",0.0044744942921917
"1496","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Copper","installation_demand","kt",0.390953998164408
"1497","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Graphite","installation_demand","kt",2.38481938880289
"1498","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2090,"Silicon carbide","installation_demand","kt",0.00390953998164408
"1499","USA","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","Nuclear - SMR - HTGR",2095,"Copper","installation_demand","kt",0.445734183691688
