"Units","scenario","Trade","ReactorCost","FuelCost","region","Technology","year","value"
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2050,2.58400341713436
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2055,2.89726231276429
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2060,3.00197951736521
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2065,3.52729305225386
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2070,3.96765525323075
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2075,4.15999853894064
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2080,5.56476895227052
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2085,4.41019813982065
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2090,3.85323740497322
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2095,4.40379237583244
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2100,4.34259688581739
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2035,0.328274279004005
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2040,0.42035100315627
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2045,0.411014942875577
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2050,0.735085268896254
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2055,0.703482364113983
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2060,0.667153504729771
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2065,0.740131511697606
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2070,0.801221374753276
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2075,0.816676984035473
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2080,1.06966036639335
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2085,0.831195579968331
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2090,0.718784643939016
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2095,0.816404398333847
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2100,0.822380839841998
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2030,1.56131978909499
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2035,2.69079908771017
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2040,4.5821997175467
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2045,4.9807881597494
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2050,8.89764025283959
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2055,8.44831679692174
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2060,7.95353967525775
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2065,8.76918424094831
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2070,9.42345807127625
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2075,9.52877837174202
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2080,12.3824440088525
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2085,9.52775617536092
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2090,8.17494741140351
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2095,9.22235796990163
"GW","100% Domestic","100% Domestic","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2100,9.18497965556616
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2035,0.185648921610076
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2040,0.256673852025762
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2045,0.31430528399205
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2050,0.518607926628652
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2055,0.467256187763573
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2060,0.413365994552102
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2065,0.443312941196995
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2070,0.46691204831527
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2075,0.468973477683817
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2080,0.595245396640817
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2085,0.473321219624753
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2090,0.410408439689459
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2095,0.473011153389153
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2100,0.466772348143187
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2035,0.366358590306689
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2040,0.630971160160182
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2045,1.0452196509213
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2050,2.30424530423426
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2055,2.70274856340521
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2060,2.81272667204751
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2065,3.35014301208836
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2070,3.83804075210756
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2075,4.12854896361553
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2080,5.53509118400598
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2085,4.27843702629716
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2090,3.47696691709115
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2095,3.80631859108083
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2100,3.56371731663364
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2035,0.363383998837695
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2040,0.539556137798614
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2045,0.779250967202216
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2050,1.45386309819273
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2055,1.47746561263228
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2060,1.40867520350567
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2065,1.58897020120368
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2070,1.74658947584768
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2075,1.81773093665081
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2080,2.37394206081878
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2085,1.9547972493922
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2090,1.74004060436611
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2095,2.04795341292291
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2100,2.06285703615931
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2035,0.432317515457654
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2040,0.972200756098219
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2045,1.96202758512783
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2050,5.01547469028131
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2055,6.60965809302859
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2060,7.29333710591944
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2065,8.87798000910981
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2070,8.35212811746045
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2075,7.61352308569195
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2080,8.91481315204203
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2085,6.45864561432776
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2090,5.2350765461538
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2095,5.7183369219241
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2100,5.34540560888695
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2035,0.357250820551108
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2040,0.485451283347113
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2045,0.518662443768977
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2050,0.854014410515702
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2055,0.789742109393548
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2060,0.717697708453782
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2065,0.787919192513924
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2070,0.849400897515681
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2075,0.871960771646508
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2080,1.12868880008047
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2085,0.921646330410397
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2090,0.816394176370036
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2095,0.957907043369203
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2100,0.962776105464498
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2030,1.55987849219764
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2035,3.05444204296441
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2040,6.72424630734965
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2045,8.23556365680261
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2050,13.6753520648776
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2055,12.7344884425025
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2060,11.5970905292551
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2065,12.690806583817
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2070,13.205789120614
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2075,13.1082715858573
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2080,15.9666393263208
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2085,12.0397356354831
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2090,10.0122772600012
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2095,11.1683813670227
"GW","Limited Trade - Adv. Reactor","Limited","Reactor - Adv.","Fuel - Mod.","USA","Nuclear - Large - PWR",2100,10.650843339273
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2035,0.198489752549426
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2040,0.315046035636219
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2045,0.412030324614134
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2050,0.849843849280823
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2055,0.905335483489348
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2060,0.876962719271346
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2065,0.985649453152195
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2070,1.07294502409794
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2075,1.11039489218009
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2080,1.46937322461525
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2085,1.16521187677709
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2090,1.01473094019442
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2095,1.20490376225511
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2100,1.22579745628475
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2035,0.369639840690012
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2040,0.641234011826403
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2045,0.918624036443618
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2050,2.00901113812435
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2055,2.2463923963854
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2060,2.24091683110399
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2065,2.56906572068525
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2070,2.81264489633702
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2075,2.8920593331845
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2080,3.77139354805999
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2085,2.93617051435014
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2090,2.489061817258
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2095,2.84721898526701
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2100,2.78072851799788
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2035,0.362743422438873
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2040,0.570245880480438
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2045,0.761038835012325
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2050,1.57326245014748
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2055,1.67495395346035
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2060,1.59541685304714
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2065,1.74607497033586
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2070,1.8380794592772
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2075,1.82859347686061
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2080,2.31573138423653
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2085,1.75021827300058
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2090,1.44913373626952
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2095,1.62972176359678
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2100,1.56478503482691
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2035,0.42955758522869
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2040,0.863582168642777
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2045,1.32733563014046
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2050,3.01581324172273
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2055,3.46981154242347
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2060,3.50337365693617
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2065,4.03569945899916
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2070,4.41755795376456
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2075,4.52284418101762
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2080,5.85882077789962
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2085,4.52386637739872
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2090,3.79688031116203
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2095,4.29182779888954
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2100,4.13853241493759
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2035,0.357823250524523
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2040,0.533211705593268
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2045,0.595967748750126
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2050,1.17174030433103
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2055,1.20016077104682
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2060,1.11872579268604
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2065,1.20732977499958
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2070,1.25856566494147
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2075,1.24361093188601
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2080,1.56787888254037
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2085,1.18060615427642
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2090,0.976064658418769
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2095,1.09794454025832
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2100,1.05472607726551
"GW","Limited Trade - Adv. Fuel","Limited","Reactor - Mod.","Fuel - Adv.","USA","Nuclear - Large - PWR",2030,1.5669452765123
