"Units","scenario","Trade","ReactorCost","FuelCost","region","Technology","year","value"
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2060,0.873337329439719
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2065,1.03470806480234
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2070,1.21329599454392
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2075,1.33908748120181
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2080,1.89180950838896
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2085,1.61984053191283
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2090,1.46739697827846
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2095,1.80427883227556
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - MSR",2100,2.0938841036469
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2035,0.358917000652298
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2040,0.630681537852204
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2045,1.09484387790232
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2050,2.6777524545661
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2055,3.49492350018577
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2060,3.76968988742483
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2065,4.6816594254275
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2070,5.6127440357567
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2075,6.22912845355862
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2080,7.6025855844142
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2085,5.32704014723989
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2090,4.13158147954612
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2095,4.44059144555196
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - HTGR",2100,4.35643061017492
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2035,0.342354011957244
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2040,0.505585144733467
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2045,0.76025515112015
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2050,1.62971494895424
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2055,1.88895417316443
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2060,1.86672140187555
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2065,2.18582726080537
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2070,2.49950184963028
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2075,2.6606545164316
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2080,3.58934037258649
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2085,2.91163098656125
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2090,2.48084335835397
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2095,2.85394503745464
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - SFR",2100,2.98272133754533
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2035,0.420712179210924
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2040,0.945722462506518
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2045,1.95291300072971
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2050,5.42670429439692
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2055,7.83322716120255
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2060,8.83750103241834
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2065,10.0314945519659
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2070,9.31275420320337
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2075,8.27689446381166
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2080,9.60200170584132
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2085,6.63231677947626
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2090,5.07060514843518
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2095,5.37010868809681
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - BWR",2100,5.12777999935125
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2035,0.333867396869244
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2040,0.484715301952722
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2045,0.526509504654537
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2050,0.998184988105723
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2055,1.04092642612069
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2060,0.970227917082701
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2065,1.09975382785286
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2070,1.2288231575728
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2075,1.28723827343126
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2080,1.71931046175745
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2085,1.38490232300261
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2090,1.17724653550388
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2095,1.35370829677278
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - SMR - PWR modular",2100,1.44464288683523
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2030,1.56815828288453
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2035,2.89950092283889
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2040,6.62277627991935
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2045,8.59612639362847
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2050,16.6512042427419
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2055,17.4778203829229
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2060,16.2432797402585
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2065,18.0892641848829
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2070,19.181685457362
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2075,18.4084279682743
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2080,22.4338373170371
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2085,16.2815439581243
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2090,12.9247873354502
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2095,14.1393270022578
"GW","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv.","USA","Nuclear - Large - PWR",2100,14.2444087902347
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2035,0.183171458314423
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2040,0.291644893883749
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2045,0.368392761105073
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2050,0.636429688835244
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2055,0.516471536192158
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2060,0.441387804679261
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2065,0.467515144180118
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2070,0.481607824954185
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2075,0.469092733928279
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2080,0.589776646001945
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2085,0.449510858587717
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2090,0.386253939204121
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2095,0.43551699013049
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - MSR",2100,0.417056123487865
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2035,0.363377184195154
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2040,0.640065300630681
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2045,0.929898862527126
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2050,1.88274944113117
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2055,1.84481573342863
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2060,1.7582186633433
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2065,1.99013117096548
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2070,2.15653451984438
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2075,2.19079854253877
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2080,2.84728031704988
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2085,2.23724714609585
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2090,1.95476999082204
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2095,2.22867091845844
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - HTGR",2100,2.16036775627349
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2035,0.358773893158944
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2040,0.592246953922931
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2045,0.830377822863453
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2050,1.54160502822489
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2055,1.3370328664758
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2060,1.18281069113832
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2065,1.28154463958855
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2070,1.34678802727274
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2075,1.33425930696176
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2080,1.70149357883492
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2085,1.31762476452003
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2090,1.14496216646754
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2095,1.30269388271346
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - SFR",2100,1.25894047028121
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2035,0.429329294703578
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2040,0.887232385580107
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2045,1.40111435760682
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2050,3.01926485816957
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2055,3.13956715026096
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2060,3.08955108133385
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2065,3.56593207545935
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2070,3.92152012323054
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2075,4.02939591464906
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2080,5.28291533678917
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2085,4.18480383778861
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2090,3.67319454904921
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2095,4.20061380848292
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - BWR",2100,4.08473081207914
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2035,0.352020582401158
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2040,0.559226603492204
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2045,0.653684363748173
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2050,1.13597024563515
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2055,0.930229372690347
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2060,0.800403617648398
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2065,0.854007595873161
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2070,0.887542451815707
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2075,0.871497375953743
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2080,1.10415608693412
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2085,0.85033109622248
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2090,0.736986554165096
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2095,0.837281055757133
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - SMR - PWR modular",2100,0.807896317121844
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2030,1.54426273881574
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2035,2.85169961273749
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2040,6.0970947543335
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2045,7.52019655609773
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2050,12.8195011081972
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2055,10.3826190088729
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2060,8.92397884625921
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2065,9.51341135281285
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2070,9.86569429895183
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2075,9.66292461015474
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2080,12.2061492063258
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2085,9.35108656749453
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2090,8.06117695418734
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2095,9.10998451440629
"GW","Unrestricted Trade","Unrestricted","Reactor - Mod.","Fuel - Mod.","USA","Nuclear - Large - PWR",2100,8.74427672246224
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2035,0.1015078486964
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2040,0.136305457901728
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2045,0.117921596719813
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2050,0.200379793658076
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2055,0.18701150938608
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2060,0.183317973129047
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2065,0.20942623163079
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2070,0.233301672504089
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2075,0.246529915871875
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2080,0.339710271383599
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2085,0.272140024003897
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2090,0.246197361315891
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2095,0.292414267026589
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - MSR",2100,0.299627566155868
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2035,0.315190506058081
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2040,0.457412436613602
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2045,0.602410993272312
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2050,1.18491982300465
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2055,1.22403927850926
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2060,1.25434058656627
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2065,1.46242228922379
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2070,1.64542270001044
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2075,1.74037452185061
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2080,2.38051137622796
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2085,1.89258978495987
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2090,1.68221836240869
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2095,1.95333550856723
"GW","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons.","USA","Nuclear - SMR - HTGR",2100,1.92919463736697
