"region","year","Technology_detailed","value","Technology","Units","scenario","Trade","ReactorCost","FuelCost"
"USA",2035,"Nuclear - Legacy",786.967111111111,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2035,"Nuclear - SMR - BWR",3.43769444444444,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2035,"Nuclear - SMR - HTGR",2.56955277777778,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2035,"Nuclear - SMR - MSR",0.827530555555556,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2035,"Nuclear - SMR - PWR modular",2.47688611111111,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2035,"Nuclear - SMR - SFR",2.62570833333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - Large - PWR",80.2009444444444,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - Legacy",778.531111111111,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - SMR - BWR",9.75947222222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - SMR - HTGR",6.26479444444444,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - SMR - MSR",1.73806111111111,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - SMR - PWR modular",5.42061944444444,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2040,"Nuclear - SMR - SFR",5.91160833333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - Large - PWR",110.192416666667,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - Legacy",769.479194444444,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - SMR - BWR",18.9691944444444,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - SMR - HTGR",11.0812833333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - SMR - MSR",2.29479722222222,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - SMR - PWR modular",7.94940833333333,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2045,"Nuclear - SMR - SFR",9.53900833333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - Large - PWR",156.997694444444,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - Legacy",720.287305555555,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - SMR - BWR",38.0794166666667,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - SMR - HTGR",20.447225,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - SMR - MSR",3.26713611111111,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - SMR - PWR modular",11.7755638888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2050,"Nuclear - SMR - SFR",15.5062694444444,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - Large - PWR",200.766694444444,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - Legacy",512.074472222222,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - SMR - BWR",58.5725833333333,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - SMR - HTGR",30.08875,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - SMR - MSR",4.16928055555556,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - SMR - PWR modular",15.3600944444444,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2055,"Nuclear - SMR - SFR",21.1984027777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - Large - PWR",242.776861111111,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - Legacy",398.526777777778,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - SMR - BWR",79.8808055555556,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - SMR - HTGR",39.9584166666667,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - SMR - MSR",5.09846111111111,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - SMR - PWR modular",18.8047138888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2060,"Nuclear - SMR - SFR",26.7611527777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - Large - PWR",291.423222222222,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - Legacy",228.563,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - SMR - BWR",104.967472222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - SMR - HTGR",51.6002083333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - SMR - MSR",6.38980555555556,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - SMR - PWR modular",22.8200361111111,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2065,"Nuclear - SMR - SFR",33.21345,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - Large - PWR",345.729444444444,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - Legacy",44.465,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - SMR - BWR",133.3205,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - SMR - HTGR",64.812575,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - SMR - MSR",7.994175,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - SMR - PWR modular",27.3319694444444,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2070,"Nuclear - SMR - SFR",40.4390083333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - Large - PWR",402.952777777778,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - Legacy",17.4944722222222,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - SMR - BWR",163.349388888889,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - SMR - HTGR",78.9043,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - SMR - MSR",9.87071666666667,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - SMR - PWR modular",32.1169222222222,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2075,"Nuclear - SMR - SFR",48.0704138888889,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - Large - PWR",480.128194444444,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - Legacy",8.97666666666667,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - SMR - BWR",204.323583333333,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - SMR - HTGR",98.2590388888889,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - SMR - MSR",12.5971555555556,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - SMR - PWR modular",38.59375,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2080,"Nuclear - SMR - SFR",58.4207583333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - Large - PWR",535.561388888889,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - Legacy",8.96994444444445,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - SMR - BWR",236.392972222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - SMR - HTGR",113.314408333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - SMR - MSR",14.3124111111111,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - SMR - PWR modular",43.2287777777778,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2085,"Nuclear - SMR - SFR",66.0585388888889,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - Large - PWR",570.322527777778,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - Legacy",8.93097222222222,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - SMR - BWR",264.501305555556,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - SMR - HTGR",126.546488888889,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - SMR - MSR",15.7293222222222,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - SMR - PWR modular",47.0849138888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2090,"Nuclear - SMR - SFR",72.5299055555556,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - Large - PWR",604.543055555555,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - Legacy",8.87575,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - SMR - BWR",293.394833333333,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - SMR - HTGR",139.388416666667,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - SMR - MSR",16.8452416666667,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - SMR - PWR modular",49.1780194444444,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2095,"Nuclear - SMR - SFR",77.4215277777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2100,"Nuclear - Large - PWR",635.943888888889,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2100,"Nuclear - SMR - BWR",319.16375,"Nuclear - SMR - BWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2100,"Nuclear - SMR - HTGR",151.579972222222,"Nuclear - SMR - HTGR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2100,"Nuclear - SMR - MSR",18.6160388888889,"Nuclear - SMR - MSR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2100,"Nuclear - SMR - PWR modular",51.6545361111111,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2100,"Nuclear - SMR - SFR",82.6088611111111,"Nuclear - SMR - SFR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2021,"Nuclear - Legacy",811.546555555556,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2025,"Nuclear - Large - PWR",18.3333333333333,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2025,"Nuclear - Legacy",808.447694444444,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2030,"Nuclear - Large - PWR",30.9442777777778,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2030,"Nuclear - Legacy",808.277861111111,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - Large - PWR",54.3306388888889,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - Legacy",788.52025,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - BWR",3.509,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - HTGR",2.97255555555556,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - MSR",1.50362777777778,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - PWR modular",2.89219444444444,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2035,"Nuclear - SMR - SFR",2.94394444444444,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - Large - PWR",104.609944444444,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - Legacy",788.458666666667,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - BWR",10.7784722222222,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - HTGR",8.22322222222222,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - MSR",3.88512777777778,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - PWR modular",7.49844444444444,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2040,"Nuclear - SMR - SFR",7.83441666666667,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - Large - PWR",166.023555555556,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - Legacy",788.313861111111,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - BWR",22.2074166666667,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - HTGR",15.8116388888889,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - MSR",6.86509722222222,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - PWR modular",12.8515277777778,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2045,"Nuclear - SMR - SFR",14.6392222222222,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - Large - PWR",269.620972222222,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - Legacy",759.85725,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - BWR",46.7481111111111,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - HTGR",31.10475,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - MSR",11.8964944444444,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - PWR modular",22.0614444444444,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2050,"Nuclear - SMR - SFR",27.1624722222222,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - Large - PWR",350.687555555556,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - Legacy",538.461777777778,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - BWR",72.0905555555556,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - HTGR",45.9214722222222,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - MSR",15.5092,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - PWR modular",29.3586944444444,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2055,"Nuclear - SMR - SFR",37.7638055555556,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - Large - PWR",419.042638888889,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - Legacy",418.172,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - BWR",96.995,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - HTGR",59.9801666666667,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - MSR",18.3413305555556,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - PWR modular",35.5047222222222,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2060,"Nuclear - SMR - SFR",47.0151111111111,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - Large - PWR",493.103166666667,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - Legacy",238.953972222222,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - BWR",125.800416666667,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - HTGR",75.95575,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - MSR",21.5520916666667,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - PWR modular",42.1543055555556,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2065,"Nuclear - SMR - SFR",57.1285277777778,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - Large - PWR",570.496388888889,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - Legacy",46.2204166666667,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - BWR",157.466777777778,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - HTGR",93.2785555555556,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - MSR",24.9833,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - PWR modular",49.1124166666667,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2070,"Nuclear - SMR - SFR",67.7923055555556,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - Large - PWR",646.496166666667,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - Legacy",18.0648888888889,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - BWR",189.96925,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - HTGR",110.867638888889,"Nuclear - SMR - HTGR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - MSR",28.3899416666667,"Nuclear - SMR - MSR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - PWR modular",55.9542222222222,"Nuclear - SMR - PWR modular","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2075,"Nuclear - SMR - SFR",78.3565,"Nuclear - SMR - SFR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - Large - PWR",743.200583333333,"Nuclear - Large - PWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - Legacy",9.21761111111111,"Nuclear - Legacy","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
"USA",2080,"Nuclear - SMR - BWR",232.588916666667,"Nuclear - SMR - BWR","TWh","Current Trade","Current","Reactor - Mod.","Fuel - Mod."
