"region","year","Technology_detailed","value","Technology","Units","scenario","Trade","ReactorCost","FuelCost"
"USA",2070,"Nuclear - SMR - HTGR",107.250638888889,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - MSR",40.3322277777778,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - PWR modular",53.6012444444444,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - SFR",73.1077777777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - Large - PWR",752.179527777778,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - Legacy",18.2836666666667,"Nuclear - Legacy","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - BWR",204.525222222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - HTGR",130.76875,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - MSR",48.9976444444444,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - PWR modular",63.2396166666667,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - SFR",87.2915555555556,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - Large - PWR",892.548638888889,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - Legacy",9.33061111111111,"Nuclear - Legacy","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - BWR",253.554111111111,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - HTGR",161.861027777778,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - MSR",60.7569638888889,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - PWR modular",75.6754138888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - SFR",105.652833333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - Large - PWR",998.842555555555,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - Legacy",9.32866666666667,"Nuclear - Legacy","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - BWR",291.695861111111,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - HTGR",186.280333333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - MSR",70.1978583333333,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - PWR modular",85.1710972222222,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - SFR",119.725027777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - Large - PWR",1074.89447222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - Legacy",9.32447222222222,"Nuclear - Legacy","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - BWR",323.971972222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - HTGR",207.183805555556,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - MSR",78.5659833333333,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - PWR modular",93.1358333333333,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - SFR",131.542388888889,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - Large - PWR",1151.74055555556,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - Legacy",9.31861111111111,"Nuclear - Legacy","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - BWR",356.787722222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - HTGR",228.031972222222,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - MSR",86.9665222222222,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - PWR modular",99.3361666666667,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - SFR",141.981055555556,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2100,"Nuclear - Large - PWR",1208.61055555556,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - BWR",385.670777777778,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - HTGR",246.995138888889,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - MSR",95.4196388888889,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - PWR modular",104.391833333333,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - SFR",151.190027777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Fuel","100% Domestic","Reactor - Mod.","Fuel - Adv."
"USA",2021,"Nuclear - Legacy",811.546555555556,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2025,"Nuclear - Large - PWR",18.3333333333333,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2025,"Nuclear - Legacy",808.449611111111,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2030,"Nuclear - Large - PWR",31.1175555555556,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2030,"Nuclear - Legacy",808.334138888889,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - Large - PWR",54.7149722222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - Legacy",788.246805555556,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - BWR",3.42980555555556,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - HTGR",2.92602777777778,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - MSR",1.51999166666667,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - PWR modular",2.72181388888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2035,"Nuclear - SMR - SFR",2.791,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - Large - PWR",108.556055555556,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - Legacy",787.489194444444,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - BWR",11.1362222222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - HTGR",8.06177777777778,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - MSR",3.78994444444444,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - PWR modular",6.66441666666667,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2040,"Nuclear - SMR - SFR",6.90477777777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - Large - PWR",178.220416666667,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - Legacy",786.845277777778,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - BWR",27.0465,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - HTGR",16.9735555555556,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - MSR",6.96308333333333,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - PWR modular",10.9355416666667,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2045,"Nuclear - SMR - SFR",13.0842222222222,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - Large - PWR",313.157916666667,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - Legacy",758.821,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - BWR",71.2571666666667,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - HTGR",38.771,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - MSR",13.4768583333333,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - PWR modular",19.0338555555556,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2050,"Nuclear - SMR - SFR",26.3275916666667,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - Large - PWR",454.371722222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - Legacy",540.074277777778,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - BWR",135.041472222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - HTGR",67.1954166666667,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - MSR",20.6330777777778,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - PWR modular",27.4647972222222,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2055,"Nuclear - SMR - SFR",41.6526861111111,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - Large - PWR",584.605722222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - Legacy",420.9145,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - SMR - BWR",206.931833333333,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - SMR - HTGR",97.80025,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - SMR - MSR",27.5057277777778,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - SMR - PWR modular",35.2746833333333,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2060,"Nuclear - SMR - SFR",56.7325361111111,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - Large - PWR",730.256555555555,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - Legacy",241.002638888889,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - SMR - BWR",288.542083333333,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - SMR - HTGR",135.843611111111,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - SMR - MSR",35.7695305555556,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - SMR - PWR modular",44.1598944444444,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2065,"Nuclear - SMR - SFR",74.4278555555556,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - Large - PWR",885.258972222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - Legacy",46.6694722222222,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - BWR",364.311305555556,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - HTGR",181.490083333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - MSR",45.5591833333333,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - PWR modular",54.1201388888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2070,"Nuclear - SMR - SFR",94.7027333333333,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - Large - PWR",1034.22083333333,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - Legacy",18.2512222222222,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - BWR",431.67875,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - HTGR",232.168444444444,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - MSR",56.4089638888889,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - PWR modular",64.564275,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2075,"Nuclear - SMR - SFR",116.299652777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - Large - PWR",1216.19969444444,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - Legacy",9.3145,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - BWR",509.876583333333,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - HTGR",294.048583333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - MSR",71.785775,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - PWR modular",78.5342083333333,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2080,"Nuclear - SMR - SFR",145.471730555556,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - Large - PWR",1346.94772222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - Legacy",9.3125,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - BWR",563.786805555555,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - HTGR",337.303,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - MSR",84.8318694444445,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - PWR modular",89.7199055555556,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2085,"Nuclear - SMR - SFR",169.024041666667,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - Large - PWR",1437.40108333333,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - Legacy",9.30761111111111,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - BWR",604.946722222222,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - HTGR",370.815833333333,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - MSR",96.6380361111111,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - PWR modular",99.1953222222222,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2090,"Nuclear - SMR - SFR",189.037405555556,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - Large - PWR",1526.80972222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - Legacy",9.30130555555555,"Nuclear - Legacy","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - BWR",645.1085,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - HTGR",403.927722222222,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - MSR",109.704463888889,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - PWR modular",107.397166666667,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2095,"Nuclear - SMR - SFR",209.298111111111,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2100,"Nuclear - Large - PWR",1589.49222222222,"Nuclear - Large - PWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - BWR",679.198361111111,"Nuclear - SMR - BWR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - HTGR",434.329888888889,"Nuclear - SMR - HTGR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - MSR",124.609361111111,"Nuclear - SMR - MSR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - PWR modular",115.263638888889,"Nuclear - SMR - PWR modular","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2100,"Nuclear - SMR - SFR",229.512777777778,"Nuclear - SMR - SFR","TWh","100% Domestic - Adv. Nuc","100% Domestic","Reactor - Adv.","Fuel - Adv."
"USA",2021,"Nuclear - Legacy",811.546555555556,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2025,"Nuclear - Large - PWR",18.3333333333333,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2025,"Nuclear - Legacy",808.261944444444,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2030,"Nuclear - Large - PWR",30.4793055555556,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2030,"Nuclear - Legacy",808.074472222222,"Nuclear - Legacy","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
"USA",2035,"Nuclear - Large - PWR",49.9066388888889,"Nuclear - Large - PWR","TWh","100% Domestic - Expensive U","100% Domestic","Reactor - Mod.","Fuel - Cons."
